size lang var cont dim AUC SD	
0.1% English 10 10 20 0.2725 0.276348964174
0.1% English 10 10 50 0.2425 0.324913450014
0.1% English 10 10 100 0.2775 0.33334479147
0.1% English 10 10 200 0.25 0.273861278753
0.1% English 10 10 500 0.2425 0.27940785601
0.1% English 19 10 5 0.18 0.384187454246
0.1% English 19 10 10 0.21 0.407308237088
0.1% English 19 10 20 0.29 0.453762052182
0.1% English 19 10 50 0.29 0.453762052182
0.1% English 19 10 100 0.28 0.448998886413
0.1% English 19 10 200 0.3 0.458257569496
0.1% English 19 10 500 0.23 0.42083250825
0.1% English 41 10 5 0.775277777778 0.235304012705
0.1% English 41 10 10 0.806111111111 0.193887297033
0.1% English 41 10 20 0.79875 0.2161362364
0.1% English 41 10 50 0.844166666667 0.177295134775
0.1% English 41 10 100 0.807222222222 0.210592198512
0.1% English 41 10 200 0.814722222222 0.191487637805
0.1% English 41 10 500 0.818333333333 0.190005685425
0.1% English 80 10 5 0.7078875 0.21583006155
0.1% English 80 10 10 0.7353125 0.198374832624
0.1% English 80 10 20 0.7394625 0.214459440731
0.1% English 80 10 50 0.7481875 0.187532278472
0.1% English 80 10 100 0.7489625 0.181838531997
0.1% English 80 10 200 0.718375 0.209197760803
0.1% English 80 10 500 0.715375 0.218762749628
0.1% English 160 10 5 0.598197222222 0.158566548493
0.1% English 160 10 10 0.633768055556 0.171291813242
0.1% English 160 10 20 0.613004166667 0.171707003368
0.1% English 160 10 50 0.573786111111 0.175164918565
0.1% English 160 10 100 0.572338888889 0.192609480372
0.1% English 160 10 200 0.588570833333 0.150634293288
0.1% English 160 10 500 0.600511111111 0.155397995453
0.1% English 320 10 5 0.5634375 0.196425826888
0.1% English 320 10 10 0.5784375 0.19662657938
0.1% English 320 10 20 0.5928125 0.174242501184
0.1% English 320 10 50 0.5634375 0.202352135444
0.1% English 320 10 100 0.571875 0.210815937194
0.1% English 320 10 200 0.545 0.19651852648
0.1% English 320 10 500 0.5746875 0.215007948618
0.1% Japanese 2 10 5 0.591352891156 0.151527554912
0.1% Japanese 2 10 10 0.549760147392 0.140711114975
0.1% Japanese 2 10 20 0.608339191232 0.14903294031
0.1% Japanese 2 10 50 0.562291865079 0.155794171792
0.1% Japanese 2 10 100 0.561347307256 0.165138630303
0.1% Japanese 2 10 200 0.574867120181 0.156240810031
0.1% Japanese 2 10 500 0.558391028912 0.15643671755
0.1% Japanese 4 10 5 0.38498904006 0.174197169562
0.1% Japanese 4 10 10 0.44816865473 0.174529439472
0.1% Japanese 4 10 20 0.456824518141 0.184900557691
0.1% Japanese 4 10 50 0.437722604875 0.181423871965
0.1% Japanese 4 10 100 0.424108949043 0.159896586317
0.1% Japanese 4 10 200 0.406826242441 0.162541183673
0.1% Japanese 4 10 500 0.415547696995 0.187175716255
0.1% Japanese 8 10 5 0.424975 0.24417000486
0.1% Japanese 8 10 10 0.499751388889 0.213050615884
0.1% Japanese 8 10 20 0.4453375 0.245284196197
0.1% Japanese 8 10 50 0.471301388889 0.217412234541
0.1% Japanese 8 10 100 0.490248611111 0.274479587054
0.1% Japanese 8 10 200 0.472758333333 0.237562592483
0.1% Japanese 8 10 500 0.478493055556 0.249441734221
0.1% Japanese 13 10 5 0.624444444444 0.136732143303
0.1% Japanese 13 10 10 0.603055555556 0.1101552636
0.1% Japanese 13 10 20 0.57375 0.142544867855
0.1% Japanese 13 10 50 0.608611111111 0.138769115022
0.1% Japanese 13 10 100 0.623888888889 0.130831269151
0.1% Japanese 13 10 200 0.59625 0.136793287662
0.1% Japanese 13 10 500 0.595 0.13161098213
0.1% Japanese 25 10 5 0.686851851852 0.107257789221
0.1% Japanese 25 10 10 0.614074074074 0.0871288369748
0.1% Japanese 25 10 20 0.604938271605 0.0910530444964
0.1% Japanese 25 10 50 0.618209876543 0.0955749135016
0.1% Japanese 25 10 100 0.63037037037 0.0851416958231
0.1% Japanese 25 10 200 0.620864197531 0.0940590863276
0.1% Japanese 25 10 500 0.611049382716 0.102768026824
0.1% Japanese 50 10 5 0.48574050755 0.0991268439391
0.1% Japanese 50 10 10 0.478579134541 0.114334952625
0.1% Japanese 50 10 20 0.477550895588 0.102920979901
0.1% Japanese 50 10 50 0.477637715577 0.10195653108
0.1% Japanese 50 10 100 0.483646855524 0.115775385004
0.1% Japanese 50 10 200 0.473674943695 0.114346089645
0.1% Japanese 50 10 500 0.477658149203 0.10207630193
0.1% Japanese 100 10 5 0.656575963719 0.103399394736
0.1% Japanese 100 10 10 0.681459750567 0.122157711177
0.1% Japanese 100 10 20 0.638514739229 0.119666024738
0.1% Japanese 100 10 50 0.650110544218 0.117313715316
0.1% Japanese 100 10 100 0.667712585034 0.115133351772
0.1% Japanese 100 10 200 0.659912131519 0.117056231039
0.1% Japanese 100 10 500 0.664435941043 0.107507236332
0.1% Japanese 200 10 5 0.683304988662 0.119692337607
0.1% Japanese 200 10 10 0.610719954649 0.107059138518
0.1% Japanese 200 10 20 0.629977324263 0.120594130445
0.1% Japanese 200 10 50 0.603718820862 0.10968469027
0.1% Japanese 200 10 100 0.615858843537 0.109630060589
0.1% Japanese 200 10 200 0.616224489796 0.116798962649
0.1% Japanese 200 10 500 0.636096938776 0.110164943107
0.1% English 2 20 5 0.460720833333 0.176282541973
0.1% English 2 20 10 0.45025 0.185959746698
0.1% English 2 20 20 0.473672222222 0.182336744501
0.1% English 2 20 50 0.459656944444 0.193894827845
0.1% English 2 20 100 0.469063888889 0.18657154862
0.1% English 2 20 200 0.447916666667 0.190654849414
0.1% English 2 20 500 0.478255555556 0.171203901744
0.1% English 4 20 5 0.544430555556 0.192207663928
0.1% English 4 20 10 0.541666666667 0.198600791301
0.1% English 4 20 20 0.513527777778 0.211253229758
0.1% English 4 20 50 0.545543055556 0.207984645325
0.1% English 4 20 100 0.514965277778 0.19333743348
0.1% English 4 20 200 0.540236111111 0.197416908506
0.1% English 4 20 500 0.521652777778 0.20695638435
0.1% English 10 20 5 0.06 0.162480768093
0.1% English 10 20 10 0.13 0.219317121995
0.1% English 10 20 20 0.065 0.168151717208
0.1% English 10 20 50 0.075 0.178535710714
0.1% English 10 20 100 0.075 0.178535710714
0.1% English 10 20 200 0.11 0.207123151772
0.1% English 10 20 500 0.1 0.2
0.1% English 19 20 5 0.125 0.216506350946
0.1% English 19 20 10 0.12 0.213541565041
0.1% English 19 20 20 0.12 0.213541565041
0.1% English 19 20 50 0.12 0.213541565041
0.1% English 19 20 100 0.105 0.203654118544
0.1% English 19 20 200 0.11 0.207123151772
0.1% English 19 20 500 0.085 0.18781639971
0.1% English 41 20 5 0.305 0.243874967965
0.1% English 41 20 10 0.3 0.244948974278
0.1% English 41 20 20 0.32 0.24
0.1% English 41 20 50 0.33 0.236854385647
0.1% English 41 20 100 0.29 0.246779253585
0.1% English 41 20 200 0.255 0.249949994999
0.1% English 41 20 500 0.26 0.249799919936
0.1% English 80 20 5 0.555475 0.185082226659
0.1% English 80 20 10 0.5173 0.172614700996
0.1% English 80 20 20 0.5179 0.171769638615
0.1% English 80 20 50 0.5517375 0.171183189066
0.1% English 80 20 100 0.5362 0.206626846634
0.1% English 80 20 200 0.5115875 0.161433602353
0.1% English 80 20 500 0.5319625 0.179034760504
0.1% English 160 20 5 0.670069444444 0.177805566947
0.1% English 160 20 10 0.674895833333 0.167060194407
0.1% English 160 20 20 0.660486111111 0.174979041404
0.1% English 160 20 50 0.657743055556 0.176177732727
0.1% English 160 20 100 0.645833333333 0.166950712814
0.1% English 160 20 200 0.664965277778 0.175906009396
0.1% English 160 20 500 0.665034722222 0.1946721478
0.1% English 320 20 5 0.745 0.432983833416
0.1% English 320 20 10 0.79 0.407308237088
0.1% English 320 20 20 0.785 0.395316329033
0.1% English 320 20 50 0.765 0.421040378111
0.1% English 320 20 100 0.755 0.421277818073
0.1% English 320 20 200 0.685 0.456371559149
0.1% English 320 20 500 0.785 0.401590587539
0.1% Japanese 2 20 5 0.533554563492 0.0970150152381
0.1% Japanese 2 20 10 0.518278514739 0.109731873418
0.1% Japanese 2 20 20 0.508491043084 0.115176630712
0.1% Japanese 2 20 50 0.507410714286 0.0954838306056
0.1% Japanese 2 20 100 0.522265929705 0.09572398222
0.1% Japanese 2 20 200 0.54269829932 0.0974499172476
0.1% Japanese 2 20 500 0.500895436508 0.117799153124
0.1% Japanese 4 20 5 0.493824092971 0.168564118325
0.1% Japanese 4 20 10 0.432618537415 0.185918198193
0.1% Japanese 4 20 20 0.46614180839 0.148343927667
0.1% Japanese 4 20 50 0.488676445578 0.166777760704
0.1% Japanese 4 20 100 0.486436755952 0.141355909151
0.1% Japanese 4 20 200 0.43860515873 0.174597416696
0.1% Japanese 4 20 500 0.47252069161 0.176768361105
0.1% Japanese 8 20 5 0.3525 0.131289015365
0.1% Japanese 8 20 10 0.34375 0.123374852246
0.1% Japanese 8 20 20 0.35 0.112268279878
0.1% Japanese 8 20 50 0.339583333333 0.142689323551
0.1% Japanese 8 20 100 0.359166666667 0.123009146001
0.1% Japanese 8 20 200 0.35875 0.121176953942
0.1% Japanese 8 20 500 0.350833333333 0.128449622637
0.1% Japanese 13 20 5 0.385 0.0926312882106
0.1% Japanese 13 20 10 0.358333333333 0.085391256383
0.1% Japanese 13 20 20 0.3725 0.0982167387861
0.1% Japanese 13 20 50 0.370833333333 0.0884865024233
0.1% Japanese 13 20 100 0.3575 0.0915112318547
0.1% Japanese 13 20 200 0.375 0.0845740963758
0.1% Japanese 13 20 500 0.369166666667 0.0907185819505
0.1% Japanese 25 20 5 0.447109375 0.0846483924348
0.1% Japanese 25 20 10 0.418828125 0.0910811191393
0.1% Japanese 25 20 20 0.43359375 0.0798749327562
0.1% Japanese 25 20 50 0.427109375 0.0981957286395
0.1% Japanese 25 20 100 0.434765625 0.0862591636323
0.1% Japanese 25 20 200 0.429609375 0.0907562021706
0.1% Japanese 25 20 500 0.433828125 0.0857131660025
0.1% Japanese 50 20 5 0.478089761249 0.0926016521296
0.1% Japanese 50 20 10 0.476108713397 0.0824869514441
0.1% Japanese 50 20 20 0.449612340577 0.0896032873238
0.1% Japanese 50 20 50 0.462266646261 0.0953590953991
0.1% Japanese 50 20 100 0.475843551678 0.0957027357981
0.1% Japanese 50 20 200 0.474606728905 0.0964317254272
0.1% Japanese 50 20 500 0.468801015203 0.0904004767591
0.1% Japanese 100 20 5 0.595 0.160233228452
0.1% Japanese 100 20 10 0.6262625 0.165004308182
0.1% Japanese 100 20 20 0.572925 0.198063296385
0.1% Japanese 100 20 50 0.6007375 0.167289989147
0.1% Japanese 100 20 100 0.5595125 0.199653050237
0.1% Japanese 100 20 200 0.57935 0.186078652725
0.1% Japanese 100 20 500 0.5836125 0.184371643614
0.1% Japanese 200 20 5 0.3226 0.133015938895
0.1% Japanese 200 20 10 0.3442 0.134440916391
0.1% Japanese 200 20 20 0.3136 0.126170678052
0.1% Japanese 200 20 50 0.3274 0.153196736258
0.1% Japanese 200 20 100 0.3222 0.148024187213
0.1% Japanese 200 20 200 0.3122 0.122078499335
0.1% Japanese 200 20 500 0.3434 0.12709224996
100% English 2 5 5 0.499205497177 0.0314778069478
100% English 2 5 10 0.498370586442 0.033777413703
100% English 2 5 20 0.516856190678 0.0309681649429
100% English 2 5 50 0.514677794681 0.0297589194894
100% English 2 5 100 0.496569230958 0.0296203649228
100% English 2 5 200 0.507792633669 0.0336097611892
100% English 2 5 500 0.524231216472 0.0286659313183
100% English 4 5 5 0.504294665146 0.0187575497975
100% English 4 5 10 0.518698963416 0.0205277719725
100% English 4 5 20 0.513286025249 0.0181174859632
100% English 4 5 50 0.510633879994 0.0189016797373
100% English 4 5 100 0.523086046409 0.0196673447113
100% English 4 5 200 0.510985886609 0.0191306303147
100% English 4 5 500 0.502702707108 0.0198273182195
100% English 10 5 5 0.534797261511 0.0143529630612
100% English 10 5 10 0.557069701282 0.016435269104
100% English 10 5 20 0.566151798184 0.0161055174641
100% English 10 5 50 0.549626925968 0.0179712211045
100% English 10 5 100 0.532600654448 0.0166861413534
100% English 10 5 200 0.530493997031 0.0173544411671
100% English 10 5 500 0.531560696286 0.0166374257077
100% English 19 5 5 0.544048392802 0.0202876770133
100% English 19 5 10 0.567782378653 0.0176695362652
100% English 19 5 20 0.593514735316 0.0164408586595
100% English 19 5 50 0.591022917974 0.0152365025211
100% English 19 5 100 0.565246333636 0.0176139241631
100% English 19 5 200 0.550642067445 0.0160168495822
100% English 19 5 500 0.545243461297 0.0187494538918
100% English 41 5 5 0.652820314855 0.00742223702935
100% English 41 5 10 0.693970723157 0.00674249715737
100% English 41 5 20 0.71384404598 0.00592833052621
100% English 41 5 50 0.748470177076 0.00547808687721
100% English 41 5 100 0.75520419702 0.00605322935278
100% English 41 5 200 0.765910018875 0.00625950752263
100% English 41 5 500 0.771854712306 0.00514079812798
100% English 80 5 5 0.625120643449 0.00727380611752
100% English 80 5 10 0.669223025743 0.00665860622679
100% English 80 5 20 0.68877789459 0.00636684980267
100% English 80 5 50 0.708643614931 0.00665377656869
100% English 80 5 100 0.717989968768 0.00595805887404
100% English 80 5 200 0.718249193647 0.00611658195533
100% English 80 5 500 0.730839853597 0.00577137308607
100% English 160 5 5 0.610396846396 0.0075185179874
100% English 160 5 10 0.662200614784 0.00564346710318
100% English 160 5 20 0.682366784654 0.00507299582376
100% English 160 5 50 0.702006024128 0.0055117375035
100% English 160 5 100 0.707679007978 0.00558495280538
100% English 160 5 200 0.707442830398 0.00590261945499
100% English 160 5 500 0.712291353702 0.00522081999032
100% English 320 5 5 0.613351667369 0.00710687109564
100% English 320 5 10 0.67120673411 0.00602142169153
100% English 320 5 20 0.694072646753 0.00476206489242
100% English 320 5 50 0.703892196408 0.00534110147052
100% English 320 5 100 0.704398993608 0.00505317746591
100% English 320 5 200 0.713654568239 0.0057104905762
100% English 320 5 500 0.712394698457 0.00549311518426
100% Japanese 2 5 5 0.526919436543 0.0357715689953
100% Japanese 2 5 10 0.524821857308 0.0372237042872
100% Japanese 2 5 20 0.526353140008 0.0321241907637
100% Japanese 2 5 50 0.540784680316 0.0413590937364
100% Japanese 2 5 100 0.538936216434 0.0366450589807
100% Japanese 2 5 200 0.519675149333 0.0369498188915
100% Japanese 2 5 500 0.527833400415 0.0316631184176
100% Japanese 4 5 5 0.526594071029 0.0219248141695
100% Japanese 4 5 10 0.53372124807 0.019544115091
100% Japanese 4 5 20 0.538518510731 0.0229224814914
100% Japanese 4 5 50 0.526203074554 0.024023267301
100% Japanese 4 5 100 0.517498108218 0.0222874154037
100% Japanese 4 5 200 0.510441728922 0.0214363679243
100% Japanese 4 5 500 0.526973853049 0.0231295226178
100% Japanese 8 5 5 0.57245468896 0.0101929588117
100% Japanese 8 5 10 0.568878096322 0.0118771222603
100% Japanese 8 5 20 0.56862172516 0.0107136176603
100% Japanese 8 5 50 0.563203167737 0.0126817652674
100% Japanese 8 5 100 0.567830801246 0.0111717231468
100% Japanese 8 5 200 0.54936310752 0.0106143598132
100% Japanese 8 5 500 0.554079721051 0.0104425382161
100% Japanese 13 5 5 0.594007890538 0.0123294436794
100% Japanese 13 5 10 0.603142616156 0.012879777862
100% Japanese 13 5 20 0.606321105014 0.0107340072091
100% Japanese 13 5 50 0.597895374562 0.0116884541709
100% Japanese 13 5 100 0.596287458811 0.00909338086903
100% Japanese 13 5 200 0.58754848527 0.0125203708062
100% Japanese 13 5 500 0.565228507167 0.0118784606835
100% Japanese 25 5 5 0.769757298127 0.00752643613054
100% Japanese 25 5 10 0.791490247887 0.00632804316845
100% Japanese 25 5 20 0.804572770746 0.00559670697797
100% Japanese 25 5 50 0.816753164509 0.00455773084899
100% Japanese 25 5 100 0.826416417506 0.00453982394762
100% Japanese 25 5 200 0.827315150974 0.00416161604068
100% Japanese 25 5 500 0.817560582161 0.00436167629868
100% Japanese 50 5 5 0.769384396661 0.00498576582605
100% Japanese 50 5 10 0.789108716064 0.00464556114825
100% Japanese 50 5 20 0.794932016253 0.00462719619447
100% Japanese 50 5 50 0.810648769931 0.00455418628943
100% Japanese 50 5 100 0.823050877677 0.00424990645577
100% Japanese 50 5 200 0.825594832114 0.00370502695596
100% Japanese 50 5 500 0.825643815458 0.0037621321894
100% Japanese 100 5 5 0.734590084812 0.00470298156736
100% Japanese 100 5 10 0.753212219036 0.00463488779086
100% Japanese 100 5 20 0.757363412031 0.00440324151939
100% Japanese 100 5 50 0.767028817547 0.00503933179216
100% Japanese 100 5 100 0.77413863935 0.00418381752674
100% Japanese 100 5 200 0.778164166829 0.00423424955726
100% Japanese 100 5 500 0.781141477608 0.0042705326806
100% Japanese 200 5 5 0.73215654684 0.00443090760906
100% Japanese 200 5 10 0.743747586412 0.00379904850291
100% Japanese 200 5 20 0.740162956458 0.00412351445872
100% Japanese 200 5 50 0.749383145163 0.00363556549645
100% Japanese 200 5 100 0.752794310085 0.00341228043709
100% Japanese 200 5 200 0.755928877819 0.00408456781352
100% Japanese 200 5 500 0.750937296442 0.00371740228808
100% English 2 10 5 0.487630805483 0.0344388194753
100% English 2 10 10 0.520914379043 0.0314641858818
100% English 2 10 20 0.533318061881 0.0305376225314
100% English 2 10 50 0.518102381527 0.0321089013601
100% English 2 10 100 0.512691995554 0.0299649205369
100% English 2 10 200 0.526387822823 0.031767108537
100% English 2 10 500 0.537890312292 0.0363831053666
100% English 4 10 5 0.522277018806 0.0233311758417
100% English 4 10 10 0.522493137507 0.0185788925777
100% English 4 10 20 0.523761766274 0.0203200326708
100% English 4 10 50 0.52314669676 0.0195577746572
100% English 4 10 100 0.502548711869 0.0206687531096
100% English 4 10 200 0.528167958128 0.0208363245218
100% English 4 10 500 0.533817296754 0.0234758919142
100% English 10 10 5 0.547536906347 0.0171908449127
100% English 10 10 10 0.574406613009 0.01852884086
100% English 10 10 20 0.557345154608 0.0171223216298
100% English 10 10 50 0.568303954343 0.0194473181919
100% English 10 10 100 0.536599726951 0.0158929361528
100% English 10 10 200 0.539869451419 0.0188349933143
100% English 10 10 500 0.538159900142 0.0188948524999
100% English 19 10 5 0.548030426279 0.018368163018
100% English 19 10 10 0.58063473759 0.0196266343708
100% English 19 10 20 0.598754339442 0.0154770747752
100% English 19 10 50 0.59275003066 0.0176221081574
100% English 19 10 100 0.588290633967 0.0166741592124
100% English 19 10 200 0.573831685684 0.0178363790401
100% English 19 10 500 0.539484132207 0.0207383298596
100% English 41 10 5 0.666374638726 0.00711626774461
100% English 41 10 10 0.718214150731 0.00796707471713
100% English 41 10 20 0.742798518355 0.00631281563427
100% English 41 10 50 0.760666234002 0.00546696813575
100% English 41 10 100 0.765432289497 0.00552346914898
100% English 41 10 200 0.775685119786 0.00581205822129
100% English 41 10 500 0.781709443008 0.00557132355012
100% English 80 10 5 0.657166821617 0.00666637854856
100% English 80 10 10 0.689976361873 0.00656901820825
100% English 80 10 20 0.705373913797 0.00623475356899
100% English 80 10 50 0.722333181923 0.00636461530434
100% English 80 10 100 0.72607204802 0.00617256341083
100% English 80 10 200 0.732627291544 0.00557286630812
100% English 80 10 500 0.73812222176 0.00617241767008
100% English 160 10 5 0.657735905432 0.00732242621459
100% English 160 10 10 0.687287555372 0.00610146923799
100% English 160 10 20 0.702998585163 0.00579336510444
100% English 160 10 50 0.715707143761 0.00607270032766
100% English 160 10 100 0.720742887741 0.00550993924843
100% English 160 10 200 0.724052261633 0.0050959392649
100% English 160 10 500 0.72430355737 0.00531762772488
100% English 320 10 5 0.661032118871 0.00514604205343
100% English 320 10 10 0.686814262683 0.00566326065625
100% English 320 10 20 0.705597606481 0.00556518203632
100% English 320 10 50 0.704286615394 0.00503926358851
100% English 320 10 100 0.714463082701 0.00595312479817
100% English 320 10 200 0.713170577233 0.00512719003768
100% English 320 10 500 0.71662456367 0.00505782040338
100% English 2 20 5 0.502035047871 0.0349879227269
100% English 2 20 10 0.513925232209 0.0345263270837
100% English 2 20 20 0.529737040963 0.031412980913
100% English 2 20 50 0.535628156994 0.0363680287478
100% English 2 20 100 0.524357519135 0.0306672080447
100% English 2 20 200 0.550440823672 0.0379949677782
100% English 2 20 500 0.537885792202 0.0344677494639
100% English 4 20 5 0.512454013891 0.0226878867865
100% English 4 20 10 0.516783310298 0.0183155016053
100% English 4 20 20 0.517806023993 0.0199830924415
100% English 4 20 50 0.514326609245 0.0217558911644
100% English 4 20 100 0.516770901894 0.0235152082226
100% English 4 20 200 0.534463205146 0.01835193184
100% English 4 20 500 0.517716679826 0.0203910602201
100% English 10 20 5 0.557368068338 0.0173599718937
100% English 10 20 10 0.570321542657 0.0143203015517
100% English 10 20 20 0.563985863537 0.0168713008651
100% English 10 20 50 0.56584527674 0.0178820546076
100% English 10 20 100 0.551114226736 0.0163129546515
100% English 10 20 200 0.555584931492 0.016229883896
100% English 10 20 500 0.556816937915 0.0175994056822
100% English 19 20 5 0.559466643483 0.015648791806
100% English 19 20 10 0.597367994805 0.0186356361944
100% English 19 20 20 0.600174560805 0.0161551745514
100% English 19 20 50 0.573474020126 0.0159888496397
100% English 19 20 100 0.610080440275 0.0159343436811
100% English 19 20 200 0.583305665625 0.0167801206897
100% English 19 20 500 0.582719972058 0.0141503389351
100% English 41 20 5 0.686981468421 0.00607254717597
100% English 41 20 10 0.748952441206 0.00644173138496
100% English 41 20 20 0.772538776946 0.00565065445369
100% English 41 20 50 0.786579337665 0.00578166921152
100% English 41 20 100 0.793476243568 0.00505518154071
100% English 41 20 200 0.801731435455 0.00542322978588
100% English 41 20 500 0.792455147602 0.00572581960889
100% English 80 20 5 0.665732010419 0.0069382893658
100% English 80 20 10 0.712383462242 0.00583518647733
100% English 80 20 20 0.729813686891 0.00550633994338
100% English 80 20 50 0.743512633196 0.00551177261743
100% English 80 20 100 0.750101726988 0.00632435348893
100% English 80 20 200 0.751065726449 0.00523730928588
100% English 80 20 500 0.7504755368 0.00511773061981
100% English 160 20 5 0.667761267733 0.00652448258436
100% English 160 20 10 0.707679925438 0.00596262266791
100% English 160 20 20 0.717392780327 0.00551718258751
100% English 160 20 50 0.729600536427 0.00557842246513
100% English 160 20 100 0.723996459135 0.00481739976698
100% English 160 20 200 0.73144576691 0.00546363007349
100% English 160 20 500 0.72396312856 0.0058162014018
100% English 320 20 5 0.661475004341 0.0057176492648
100% English 320 20 10 0.701319577565 0.00606324465538
100% English 320 20 20 0.707220266514 0.00492042524181
100% English 320 20 50 0.714099370428 0.00573977039171
100% English 320 20 100 0.714475707462 0.00646242774909
100% English 320 20 200 0.709292795011 0.00522197036218
100% English 320 20 500 0.70205396581 0.00506468938206
100% English 2 50 5 0.494786800165 0.0372807408763
100% English 2 50 10 0.517120888734 0.0343367758097
100% English 2 50 20 0.502641274151 0.0361126030099
100% English 2 50 50 0.498747818294 0.030705250767
100% English 2 50 100 0.51245063219 0.0358156876771
100% English 2 50 200 0.51485690648 0.0359708481175
100% English 2 50 500 0.522519059303 0.036868995531
100% English 4 50 5 0.519461725187 0.0212986212707
100% English 4 50 10 0.517173605776 0.0168416189343
100% English 4 50 20 0.521299790464 0.0234677449297
100% English 4 50 50 0.509705713611 0.0230570465412
100% English 4 50 100 0.529012547956 0.0214120532888
100% English 4 50 200 0.536913663954 0.0212012266982
100% English 4 50 500 0.509714529994 0.0196891165439
100% English 10 50 5 0.565142330877 0.0162456485874
100% English 10 50 10 0.584370039271 0.0155205281971
100% English 10 50 20 0.578702562853 0.0171847483083
100% English 10 50 50 0.553410458879 0.019300936121
100% English 10 50 100 0.54092785286 0.0169228044392
100% English 10 50 200 0.540901323016 0.0203620446401
100% English 10 50 500 0.536357703998 0.0178138308235
100% English 19 50 5 0.584726346635 0.0170467435979
100% English 19 50 10 0.580518122287 0.0169711968101
100% English 19 50 20 0.609620445891 0.0178739885796
100% English 19 50 50 0.596396919374 0.0159897959285
100% English 19 50 100 0.605780842225 0.0157024877385
100% English 19 50 200 0.596025351233 0.0161153545374
100% English 19 50 500 0.599294270687 0.0170766810457
100% English 41 50 5 0.714204231237 0.00608605073572
100% English 41 50 10 0.769901867915 0.00608820367455
100% English 41 50 20 0.795430944356 0.00575279376362
100% English 41 50 50 0.804866988764 0.00485185946956
100% English 41 50 100 0.805470101471 0.0055028784484
100% English 41 50 200 0.802154558176 0.00559386884379
100% English 41 50 500 0.779642912115 0.00555653698888
100% English 80 50 5 0.687263691928 0.00658940455854
100% English 80 50 10 0.720419712404 0.00600585509544
100% English 80 50 20 0.748424212772 0.00543191039607
100% English 80 50 50 0.756769428606 0.00528107433703
100% English 80 50 100 0.75763374421 0.00527380940083
100% English 80 50 200 0.744695388383 0.00580089230296
100% English 80 50 500 0.745894377689 0.00688205859111
100% English 160 50 5 0.703721434315 0.00601162041655
100% English 160 50 10 0.730477687391 0.00586218487684
100% English 160 50 20 0.743235622417 0.00574877024494
100% English 160 50 50 0.744201300908 0.00534474638651
100% English 160 50 100 0.745031646012 0.00556600550758
100% English 160 50 200 0.739594802217 0.00517975626698
100% English 160 50 500 0.731251680585 0.0050607153053
100% English 320 50 5 0.65805873945 0.0055911297101
100% English 320 50 10 0.696132032818 0.00524796425768
100% English 320 50 20 0.713007732656 0.00495964844074
100% English 320 50 50 0.718734177202 0.00520763125149
100% English 320 50 100 0.722125138372 0.00456591949709
100% English 320 50 200 0.725835355642 0.00501721143482
100% English 320 50 500 0.711745960787 0.00466974417832
100% Japanese 2 10 5 0.527986578594 0.037785728662
100% Japanese 2 10 10 0.531424978461 0.0334803784903
100% Japanese 2 10 20 0.530638492103 0.0387146948162
100% Japanese 2 10 50 0.535661173292 0.037419933712
100% Japanese 2 10 100 0.552154636236 0.0405086999688
100% Japanese 2 10 200 0.544682121743 0.0345676305109
100% Japanese 2 10 500 0.534399173187 0.0349816960059
100% Japanese 4 10 5 0.532572116742 0.0204382229842
100% Japanese 4 10 10 0.532212270721 0.0222731113677
100% Japanese 4 10 20 0.532353321444 0.0233385897318
100% Japanese 4 10 50 0.52535617126 0.0220634820242
100% Japanese 4 10 100 0.54041842084 0.0222148808347
100% Japanese 4 10 200 0.537340754372 0.0237241295571
100% Japanese 4 10 500 0.538185562988 0.0232605616912
100% Japanese 8 10 5 0.575801839438 0.0100574343521
100% Japanese 8 10 10 0.573745563319 0.0107104875093
100% Japanese 8 10 20 0.573147720226 0.0109955103402
100% Japanese 8 10 50 0.573773698591 0.011918415248
100% Japanese 8 10 100 0.562055712469 0.010702634488
100% Japanese 8 10 200 0.573940430197 0.0103789360732
100% Japanese 8 10 500 0.563282636711 0.0116016532301
100% Japanese 13 10 5 0.598390148835 0.0109199473208
100% Japanese 13 10 10 0.610318404403 0.0102715583197
100% Japanese 13 10 20 0.593794847537 0.0123486699502
100% Japanese 13 10 50 0.59627182071 0.0106155474854
100% Japanese 13 10 100 0.591582053719 0.0115878290197
100% Japanese 13 10 200 0.585409810755 0.0112269794242
100% Japanese 13 10 500 0.569342574679 0.0135905118886
100% Japanese 25 10 5 0.803552536615 0.00663830359836
100% Japanese 25 10 10 0.823523592286 0.00500460057404
100% Japanese 25 10 20 0.842198655883 0.00541046497157
100% Japanese 25 10 50 0.854395457425 0.00433310315942
100% Japanese 25 10 100 0.849317553035 0.00400178978339
100% Japanese 25 10 200 0.854111242701 0.00393255301395
100% Japanese 25 10 500 0.847259443718 0.00434748503476
100% Japanese 50 10 5 0.800549291425 0.00436252243456
100% Japanese 50 10 10 0.824524095084 0.00450781961765
100% Japanese 50 10 20 0.837038492308 0.00312348244179
100% Japanese 50 10 50 0.843150817529 0.00312463679877
100% Japanese 50 10 100 0.845760846053 0.00347022514833
100% Japanese 50 10 200 0.845415487798 0.00331661883765
100% Japanese 50 10 500 0.836841386702 0.00362216571696
100% Japanese 100 10 5 0.77037039487 0.00469085063163
100% Japanese 100 10 10 0.792333455755 0.00392081268213
100% Japanese 100 10 20 0.798966735894 0.00426630790236
